time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,lat,lng
2017-06-27,19.933333333333334,12.4,27.566666666666666,11.5,0.0,145.0,14.800000000000002,,1011.0,,43.04897836666667,-88.90212566666666
2017-06-28,21.8,15.166666666666666,28.133333333333336,0.0,0.0,266.0,18.46666666666667,,1005.7,,43.04897836666667,-88.90212566666666
2017-06-29,20.433333333333334,14.066666666666668,25.53333333333333,18.633333333333333,0.0,133.0,10.166666666666666,,1012.6,,43.04897836666667,-88.90212566666666
2017-06-30,21.099999999999998,15.733333333333334,27.03333333333333,11.933333333333332,0.0,296.0,11.699999999999998,,1016.0,,43.04897836666667,-88.90212566666666
2017-07-01,22.933333333333334,16.833333333333332,30.733333333333334,0.6,0.0,314.0,10.433333333333334,,1014.65,,43.04897836666667,-88.90212566666666
2017-07-02,24.03333333333333,16.3,30.533333333333335,0.0,0.0,183.0,11.833333333333334,,1015.0666666666666,,43.04897836666667,-88.90212566666666
2017-07-03,24.933333333333334,18.866666666666667,31.666666666666668,0.0,0.0,163.5,13.633333333333335,,1013.5666666666666,,43.04897836666667,-88.90212566666666
2017-07-04,24.2,17.233333333333334,30.933333333333334,3.0666666666666664,0.0,,8.4,,1014.6666666666666,,43.04897836666667,-88.90212566666666
2017-07-05,23.7,15.933333333333332,32.56666666666666,0.09999999999999999,0.0,,9.700000000000001,,1016.9333333333334,,43.04897836666667,-88.90212566666666
2017-07-06,25.3,16.866666666666667,30.900000000000002,0.0,0.0,269.0,10.433333333333334,,1017.2666666666668,,43.04897836666667,-88.90212566666666
2017-07-07,23.633333333333336,17.03333333333333,28.899999999999995,0.09999999999999999,0.0,301.0,8.966666666666667,,1015.5333333333333,,43.04897836666667,-88.90212566666666
2017-07-08,23.7,15.733333333333333,32.6,0.16666666666666666,0.0,239.0,7.5,,1013.3000000000001,,43.04897836666667,-88.90212566666666
2017-07-09,25.73333333333333,18.133333333333336,31.833333333333332,0.0,0.0,131.5,13.733333333333334,,1011.9,,43.04897836666667,-88.90212566666666
2017-07-10,25.366666666666664,17.400000000000002,32.0,0.0,0.0,218.0,14.633333333333333,,1012.4,,43.04897836666667,-88.90212566666666
2017-07-11,26.7,20.933333333333334,32.96666666666667,2.8000000000000003,0.0,220.5,14.466666666666667,,1007.75,,43.04897836666667,-88.90212566666666
2017-07-12,25.7,19.833333333333332,30.366666666666664,0.26666666666666666,0.0,275.5,14.433333333333332,,1011.1,,43.04897836666667,-88.90212566666666
2017-07-13,21.0,15.933333333333332,26.666666666666668,3.0666666666666664,0.0,78.0,12.966666666666667,,1020.75,,43.04897836666667,-88.90212566666666
2017-07-14,22.0,16.3,29.46666666666667,3.1999999999999997,0.0,146.0,9.6,,1019.4,,43.04897836666667,-88.90212566666666
2017-07-15,23.833333333333332,18.5,29.633333333333336,0.0,0.0,33.0,9.133333333333333,,1017.9,,43.04897836666667,-88.90212566666666
2017-07-16,25.133333333333336,17.033333333333335,33.9,0.0,0.0,174.0,10.633333333333333,,1014.95,,43.04897836666667,-88.90212566666666
2017-07-17,27.633333333333336,20.166666666666668,33.9,0.0,0.0,118.0,11.366666666666665,,1013.1333333333333,,43.04897836666667,-88.90212566666666
2017-07-18,25.566666666666666,20.400000000000002,31.3,0.6666666666666666,0.0,192.0,9.6,,1015.85,,43.04897836666667,-88.90212566666666
2017-07-19,25.766666666666666,19.633333333333336,32.8,2.8666666666666667,0.0,189.0,9.333333333333334,,1015.5666666666666,,43.04897836666667,-88.90212566666666
2017-07-20,27.03333333333333,20.566666666666666,34.06666666666667,1.0,0.0,205.0,12.766666666666667,,1013.9333333333334,,43.04897836666667,-88.90212566666666
2017-07-21,27.2,20.533333333333335,33.13333333333333,5.066666666666666,0.0,203.0,13.0,,1011.05,,43.04897836666667,-88.90212566666666
2017-07-22,26.666666666666668,18.166666666666668,32.2,13.066666666666668,0.0,272.5,13.433333333333332,,1010.8000000000001,,43.04897836666667,-88.90212566666666
2017-07-23,23.733333333333334,18.166666666666668,29.23333333333333,5.333333333333333,0.0,,9.1,,1013.5,,43.04897836666667,-88.90212566666666
2017-07-24,21.900000000000002,17.766666666666666,27.400000000000002,4.133333333333334,0.0,112.5,13.566666666666665,,1013.7666666666668,,43.04897836666667,-88.90212566666666
2017-07-25,23.400000000000002,18.333333333333332,29.066666666666666,0.0,0.0,156.0,10.6,,1016.6,,43.04897836666667,-88.90212566666666
2017-07-26,23.5,15.933333333333332,29.633333333333336,24.900000000000002,0.0,101.5,9.299999999999999,,1016.4,,43.04897836666667,-88.90212566666666
